sample,cnf-01-run-1,cnf-01-run-2,cnf-01-run-3,cnf-02-run-1,cnf-02-run-2,cnf-02-run-3,cnf-03-run-1,cnf-03-run-2,cnf-03-run-3,cnf-04-run-1,cnf-04-run-2,cnf-04-run-3,cnf-05-run-1,cnf-05-run-2,cnf-05-run-3,cnf-06-run-1,cnf-06-run-2,cnf-06-run-3,cnf-07-run-1,cnf-07-run-2,cnf-07-run-3,cnf-08-run-1,cnf-08-run-2,cnf-08-run-3,cnf-09-run-1,cnf-09-run-2,cnf-09-run-3
NA18566,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True
NA18567,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True
NA18570,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
NA18571,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
NA18572,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False
NA18573,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False
NA18574,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
NA18577,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
NA18579,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True
NA18582,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,True,False
NA18591,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True
NA18592,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False
NA18593,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False
NA18595,True,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,False
NA18596,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False
NA18597,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False
NA18599,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
NA18602,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True
NA18603,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True
NA18605,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False
NA18606,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True
NA18608,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
NA18609,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False
NA18610,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
NA18611,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True
NA18612,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True
NA18613,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
NA18614,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False
NA18615,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True
NA18616,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False
NA18617,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True
NA18618,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False
NA18619,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True
NA18620,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
NA18621,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True
NA18622,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
NA18623,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False
NA18624,False,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False
NA18625,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
NA18626,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True
NA18627,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False
NA18628,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True
NA18629,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True
NA18630,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True
NA18631,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,True
NA18632,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,False,True
NA18633,True,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
NA18634,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False
NA18635,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True
NA18636,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
NA18637,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,True
NA18638,True,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True
NA18639,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True
NA18640,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False
NA18641,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
NA18642,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
NA18643,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False
NA18644,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True
NA18645,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True
NA18646,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False,False,True
NA18647,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False
NA18648,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True
NA18740,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True
NA18745,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False
NA18747,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,True
NA18748,True,True,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True,True
NA18749,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
NA18757,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False
NA18853,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
NA18856,False,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False
NA18858,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True
NA18861,False,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False
NA18864,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,False,False,False
NA18865,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False
NA18867,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True
NA18868,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
NA18870,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False
NA18871,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
NA18873,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False
NA18874,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True
NA18876,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
NA18877,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
NA18878,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
NA18879,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
NA18881,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA18907,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
NA18908,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False
NA18909,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True
NA18910,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True
NA18912,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True
NA18915,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False
NA18916,True,True,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True
NA18917,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,False
NA18923,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True
NA18924,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
NA18933,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False
NA18934,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False
NA18939,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True
NA18940,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False
NA18941,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False
NA18942,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True
NA18943,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True
NA18944,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True
NA18945,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True
NA18946,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True
NA18947,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True
NA18948,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,False,True,False,True,True
NA18949,True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False
NA18950,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False
NA18951,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True
NA18952,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True
NA18953,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False
NA18954,True,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True
NA18956,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True
NA18957,True,False,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False
NA18959,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False
NA18960,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False
NA18961,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True
NA18962,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True
NA18963,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False
NA18964,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False
NA18965,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False
NA18966,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False
NA18967,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True
NA18968,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True
NA18969,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,True,False
NA18970,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False
NA18971,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True
NA18972,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True
NA18973,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False
NA18974,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True
NA18975,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True
NA18976,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
NA18977,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True
NA18978,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False
NA18979,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True
NA18980,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,True,True
NA18981,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False
NA18982,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,True
NA18983,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True
NA18984,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,False
NA18985,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True
NA18986,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
NA18987,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True
NA18988,True,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True
NA18989,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,True
NA18990,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True
NA18991,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False
NA18992,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True
NA18993,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False
NA18994,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False
NA18995,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True,True
NA18997,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False
NA18998,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True
NA18999,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False
NA19000,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
NA19001,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,True
NA19002,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False
NA19003,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True
NA19004,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True
NA19005,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False
NA19006,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False
NA19007,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False
NA19009,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True
NA19010,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,True
NA19011,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False
NA19012,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,True,True
NA19017,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
NA19019,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False
NA19020,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True
NA19023,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True
NA19024,False,True,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False
NA19025,False,True,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True
NA19026,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False
NA19027,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True
NA19028,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
NA19030,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
NA19031,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
NA19035,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False
NA19036,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True
NA19037,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True
NA19038,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False
NA19041,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True
NA19042,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,False,True,False
NA19043,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
NA19054,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
NA19055,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False
NA19056,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True
NA19057,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True
NA19058,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True
NA19059,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False
NA19060,True,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True
NA19062,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,True
NA19063,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False
NA19064,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,True,True,False
NA19065,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,False
NA19066,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False
NA19067,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False
NA19068,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True
NA19070,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
NA19072,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True
NA19074,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False
NA19075,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False
NA19076,True,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True
NA19077,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False
NA19078,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True
NA19079,True,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True
NA19080,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True
NA19081,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
NA19082,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True
NA19083,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True
NA19084,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False
NA19085,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True
NA19086,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False
NA19087,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True
NA19088,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,True
NA19089,True,True,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True
NA19090,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True
NA19091,True,False,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False
NA19092,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,True,True
NA19093,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False
NA19095,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True
NA19096,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True
NA19098,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True
NA19099,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True
NA19102,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NA19107,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
NA19108,True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,False,True
NA19113,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True
NA19114,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True
NA19116,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,True
NA19117,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False
